caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_9_8.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_5_3.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_0_5.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_1_3.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_3_9.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_5_6.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_2_6.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_5_9.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_9_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_1_1.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_4_5.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_5_2.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_7_3.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_6_2.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_8_2.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_5_7.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_0_1.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_4_9.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_5_9.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_6_7.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_3_6.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_7_8.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_4_2.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_0_8.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_3_0.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_1_1.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_6_1.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_4_1.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_9_1.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_8_8.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_8_0.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_4_5.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_7_4.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_3_4.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_7_2.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_4_7.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_8_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_4_4.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_3_9.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_7_5.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_9.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_2_6.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_3.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_5_4.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_4_2.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_2_4.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_2_2.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_1_8.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_7_3.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_3_2.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_4_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_6_3.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_3_8.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_9_3.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_4_6.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_4_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_9_9.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_0.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_4_3.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_8_0.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_6_8.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_7_2.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_7_3.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_7_7.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_8_0.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_5_5.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_2_4.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_1_7.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_4_1.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_6_1.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_1_3.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_1.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_5_7.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_3_3.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_8_5.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_4_1.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_2_6.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_3_9.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_5_3.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_6_5.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_4_4.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_1_7.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_7_3.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_3_1.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_3_8.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_9_3.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_5_2.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_1_2.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_2_1.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_9_5.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_6_7.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_6_3.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_9_3.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_1_4.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_2_3.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_0_8.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_6_9.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_1_8.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_0_5.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_4_7.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_0_6.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_3_6.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_7_6.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_8_9.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_9_6.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_5_5.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_5_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_0_0.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_8_9.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_7_9.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_2_0.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_9_0.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_4_4.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_5.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_2_0.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_1_9.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_2_9.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_5_7.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_9_7.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_4_5.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_2.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_2_3.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_0_2.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_5_2.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_1_2.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_0_7.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_0_5.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_5_2.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_8_1.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_0_6.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_0_1.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_5_3.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_2_3.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_7_2.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_9_7.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_0_6.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_7_0.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_8_3.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_7_3.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_0_7.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_4_5.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_4_1.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_8_9.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_3_3.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_3_3.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_6_5.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_6_5.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_1_0.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_4_9.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_8_5.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_8_3.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_7_6.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_3_7.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_2_5.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_8_7.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_6_6.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_8_8.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_5_1.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_5_9.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_4_4.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_6_9.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_3_4.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_1_9.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_5_9.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_0_8.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_9_8.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_5_6.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_2_1.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_0_8.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_4_6.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_0_1.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_7_4.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_3_8.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_0_3.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_2_6.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_7_6.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_6_0.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_5_0.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_5_0.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_6_4.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_6_7.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_8_1.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_7_8.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_5_2.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_8_0.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_1_4.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_3_8.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_8_9.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_7_0.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_9.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_5_9.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_0_9.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_8_5.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_1_6.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_6_6.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_7_2.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_5_3.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_0_0.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_5_3.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_1_3.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_4_4.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_3_5.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_3_0.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_5_0.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_1_9.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_3_1.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_7_7.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_8_5.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_8_4.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_4_7.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_8_6.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_8_0.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_3_8.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_3_8.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_7_4.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_2_8.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_8_7.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_8_2.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_6_2.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_3_7.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_5_7.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_6_1.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_9_9.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_3_4.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_7_8.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_9_9.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_5_6.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_1_9.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_1_7.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_2_0.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_7_2.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_0_3.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_1_0.jpg,wi
